model,run,words,model_size,CPU,GPU,speedup
llama3.2:3b,5,88,3b,3.838066586999048,0.8093201150004461,4.742334356779125
llama3.2:3b,5,90,3b,3.2506908150007803,0.7815529319996131,4.159271473377813
llama3.2:3b,5,92,3b,3.8195011030002206,0.7804978849999316,4.893672585673381
llama3.2:3b,5,94,3b,3.84083773599923,0.7915085009990435,4.852553991714957
llama3.2:3b,5,96,3b,3.465992429000835,0.5040128040000127,6.876794401835767
llama3.2:3b,5,98,3b,3.608092211999974,0.8424904070016055,4.28265079580081
phi3:3.8b,1,10,8b,7.719389939999019,1.2770405279989063,6.044749380111788
phi3:3.8b,1,12,8b,5.531237987999703,0.2588201739999931,21.370969281551645
phi3:3.8b,1,14,8b,1.9761283030002232,1.5432886370017511,1.2804657894970175
phi3:3.8b,1,16,8b,2.7650108419984463,1.6965045439992537,1.6298281379667574
phi3:3.8b,1,18,8b,10.156772492999153,0.4137953039989952,24.54540299235444
phi3:3.8b,1,20,8b,10.720581886998843,1.034967093999512,10.358379458781034
phi3:3.8b,1,22,8b,7.76356527399912,2.2987055690009583,3.3773639298108313
phi3:3.8b,1,24,8b,10.51076218200069,1.4488707090004027,7.254451426692324
phi3:3.8b,1,26,8b,8.213493495000876,1.330899334001515,6.171385983270412
phi3:3.8b,1,28,8b,9.647437249999712,0.7741135919986846,12.462560210434988
phi3:3.8b,1,30,8b,5.560208347998923,0.3478519679993042,15.98440963257694
phi3:3.8b,1,32,8b,9.554335287999493,1.466200849001325,6.51638913898273
phi3:3.8b,1,34,8b,4.73187279800004,1.4766527089996089,3.204458820385568
phi3:3.8b,1,36,8b,9.587664859998767,1.4617286090015114,6.559127871587587
phi3:3.8b,1,38,8b,5.945764742000392,0.5229144929999165,11.370434022377232
phi3:3.8b,1,40,8b,9.55897942699994,1.439190913000857,6.641912021990544
phi3:3.8b,1,42,8b,7.568253972000093,1.5110372610015474,5.008648143450609
phi3:3.8b,1,44,8b,6.262231607001013,1.557215904998884,4.0214279772627295
phi3:3.8b,1,46,8b,9.592347702000552,1.503773355998419,6.378852014991172
phi3:3.8b,1,48,8b,9.460911078998834,1.032349458999306,9.164446202325363
phi3:3.8b,1,50,8b,9.633229102999394,1.4434530870003073,6.67373895955189
phi3:3.8b,1,52,8b,1.853251672000624,1.571049515001505,1.1796265199183418
phi3:3.8b,1,54,8b,9.609349261998432,1.0903178970002043,8.813346353789726
phi3:3.8b,1,56,8b,9.584791507000771,1.4937272269999085,6.416694650636745
phi3:3.8b,1,58,8b,9.643938432998766,1.5070089340006234,6.399390352250411
phi3:3.8b,1,60,8b,9.5673154039996,1.4666542850009137,6.523224662991143
phi3:3.8b,1,62,8b,2.693403748000492,0.9756727599997248,2.7605605674603972
phi3:3.8b,1,64,8b,6.87912303200028,1.4782026800003225,4.653707590354781
phi3:3.8b,1,66,8b,9.740292034999584,1.5011698550006258,6.4884676457851755
phi3:3.8b,1,68,8b,9.77069077499982,0.8762360849996185,11.150751426773386
phi3:3.8b,1,70,8b,9.72120712800097,1.5059566799991444,6.455170495346847
phi3:3.8b,1,72,8b,9.776572566999675,0.4347428399996715,22.488173852402177
phi3:3.8b,1,74,8b,7.816021511000144,1.524462928999128,5.127065645428112
phi3:3.8b,1,76,8b,9.730576767000455,0.9804130360007548,9.924976932878078
phi3:3.8b,1,78,8b,9.862528428999212,1.4438966939997044,6.830494501430883
phi3:3.8b,1,80,8b,9.776253844998791,1.5440646600000036,6.331505472703953
phi3:3.8b,1,82,8b,9.913157578999744,1.5469798750000336,6.408071455357186
phi3:3.8b,1,84,8b,9.583716032000666,1.557792306999545,6.1521141097813015
phi3:3.8b,1,86,8b,9.94271663699874,1.570527376999962,6.330813956259345
phi3:3.8b,1,88,8b,9.957680936999168,1.5587109120006062,6.3884077928334255
phi3:3.8b,1,90,8b,10.027610547000222,1.2526654670000426,8.00501874695639
phi3:3.8b,1,92,8b,1.9360631770014152,1.5690003620002244,1.2339469281786808
phi3:3.8b,1,94,8b,9.878425941000389,1.5636180060009792,6.3176721571945125
phi3:3.8b,1,96,8b,10.031042481999975,1.5541225460001442,6.454473302518477
phi3:3.8b,1,98,8b,9.945021052999437,1.5713832870005715,6.328832141254548
phi3:3.8b,2,10,8b,7.137266196001292,1.4230593070005852,5.015438331270024
phi3:3.8b,2,12,8b,2.112648991000242,0.20869403100005,10.123188386733188
phi3:3.8b,2,14,8b,1.806583404999401,1.2683722790006868,1.4243321419975805
phi3:3.8b,2,16,8b,8.729108154999267,1.8271316829996067,4.777492632971406
phi3:3.8b,2,18,8b,9.7978674269998,0.4902065009991929,19.98722458194395
phi3:3.8b,2,20,8b,9.90253910499996,1.717020826999942,5.767279551467138
phi3:3.8b,2,22,8b,10.020455033998587,1.8189324459999625,5.508975913885476
phi3:3.8b,2,24,8b,9.877483263000611,1.6311160850000306,6.0556592837476835
phi3:3.8b,2,26,8b,9.557411440000578,1.629596466998919,5.864894551226907
phi3:3.8b,2,28,8b,9.16706733799947,0.9630395349995524,9.518889936334473
phi3:3.8b,2,30,8b,9.112474210000071,0.923198266998952,9.87054951870963
phi3:3.8b,2,32,8b,3.348598586999288,1.2403887689997646,2.6996363323247112
phi3:3.8b,2,34,8b,9.033479216999694,1.4416690660000313,6.265986716399101
phi3:3.8b,2,36,8b,9.025273250999817,1.4608694790003938,6.178014792379261
phi3:3.8b,2,38,8b,6.673280884000633,1.4745456399996328,4.525652311448491
phi3:3.8b,2,40,8b,6.041675782000311,1.4700636920006218,4.109805455965071
phi3:3.8b,2,42,8b,9.108593404000205,1.520439248000912,5.990764455716511
phi3:3.8b,2,44,8b,9.079364323000846,0.2401838979985768,37.80171942689782
phi3:3.8b,2,46,8b,9.17039489400122,1.706478899999638,5.373869488807136
phi3:3.8b,2,48,8b,5.464804199000355,1.479015047001667,3.6948942541719765
phi3:3.8b,2,50,8b,4.025328036999781,1.175086110999473,3.4255600498724523
phi3:3.8b,2,52,8b,9.119391678001191,1.4094805599997926,6.4700372156977695
phi3:3.8b,2,54,8b,9.133897331001208,1.4849754759998175,6.15087419194681
phi3:3.8b,2,56,8b,9.150110927999776,1.463883211999928,6.250574398963888
phi3:3.8b,2,58,8b,9.221803680999074,1.4567108179999195,6.330565797308154
phi3:3.8b,2,60,8b,9.203729655000645,1.5160407989988016,6.070898396058219
phi3:3.8b,2,62,8b,9.209840235000229,1.5176710400010052,6.068403489463783
phi3:3.8b,2,64,8b,9.17058708300101,1.4776112229992575,6.206359927604325
phi3:3.8b,2,66,8b,6.142401471999619,1.4823360110003705,4.143730858872107
phi3:3.8b,2,68,8b,9.27476208400003,1.526727641999969,6.07492903701564
phi3:3.8b,2,70,8b,9.191649434998908,1.505845898998814,6.103977466160465
phi3:3.8b,2,72,8b,8.846166239000013,1.1895069310012332,7.436834547533075
phi3:3.8b,2,74,8b,9.30461485900014,1.5105535680013418,6.159738427092891
phi3:3.8b,2,76,8b,4.967074091000541,1.5223976710003626,3.262665324321399
phi3:3.8b,2,78,8b,9.438295571000708,1.2187919580010202,7.743975917334374
phi3:3.8b,2,80,8b,9.366139096000552,0.8412890489998972,11.133080963237044
phi3:3.8b,2,82,8b,9.462206330999834,1.5293173650006793,6.187209108814135
phi3:3.8b,2,84,8b,9.442996005000168,1.5482317179994425,6.099213635283222
phi3:3.8b,2,86,8b,8.74451709799905,1.549308502999338,5.644141938852308
phi3:3.8b,2,88,8b,9.571715062000294,1.630299919999743,5.871137540141572
phi3:3.8b,2,90,8b,9.548555667999608,1.290536553999118,7.398903687315573
phi3:3.8b,2,92,8b,6.1203679249993,0.8234981400000834,7.432157557755602
phi3:3.8b,2,94,8b,9.544973023001148,1.1096521859999484,8.60177012529365
phi3:3.8b,2,96,8b,9.527602918999037,1.5448775900003966,6.1672219084986475
phi3:3.8b,2,98,8b,6.014812478999374,1.5535674749989994,3.8716132873490086
phi3:3.8b,3,10,8b,10.407073047001177,1.1238326450002205,9.26034057944556
phi3:3.8b,3,12,8b,2.5871256059999723,0.178111944000193,14.52527858545617
phi3:3.8b,3,14,8b,10.11953141399863,0.975460486000884,10.374106956895698
phi3:3.8b,3,16,8b,8.355688817000555,0.3609732490003807,23.14766770152473
phi3:3.8b,3,18,8b,8.272880098000314,0.725983021000502,11.395418155371148
phi3:3.8b,3,20,8b,2.7654374270005064,1.8292450119988644,1.511791700324846
phi3:3.8b,3,22,8b,2.5597568869998213,0.866403588999674,2.954462469338622
phi3:3.8b,3,24,8b,9.85774652100008,1.7735777660000167,5.558113498024076
phi3:3.8b,3,26,8b,9.325528552999458,1.537944157000311,6.063632746710693
phi3:3.8b,3,28,8b,9.204999087998658,1.436420261999956,6.4082910353703575
phi3:3.8b,3,30,8b,3.733606065001368,1.4573434550002276,2.561925984016434
phi3:3.8b,3,32,8b,9.05200544499894,0.635523798999202,14.243377603252128
phi3:3.8b,3,34,8b,3.3561635210007807,1.487245430000257,2.2566305824857706
phi3:3.8b,3,36,8b,1.1306401029996778,1.4439009439993242,0.7830454766987166
phi3:3.8b,3,38,8b,5.841014683999674,1.4586992799995642,4.00426240287266
phi3:3.8b,3,40,8b,7.691038398001183,1.4300010589995509,5.378344547088617
phi3:3.8b,3,42,8b,9.113267766999344,0.2287378379987785,39.841540196108745
phi3:3.8b,3,44,8b,6.8002882990003855,0.6983014260003984,9.738327956667392
phi3:3.8b,3,46,8b,9.0799877999998,1.447998915999051,6.270714501008475
phi3:3.8b,3,48,8b,6.179653389001032,1.4915561039997556,4.143091481728162
phi3:3.8b,3,50,8b,9.20124680599838,1.6495615869989706,5.577995316160404
phi3:3.8b,3,52,8b,9.1930931170009,0.8049000379996869,11.421409719208482
phi3:3.8b,3,54,8b,9.047660545000326,1.5044765669990738,6.013826166164471
phi3:3.8b,3,56,8b,4.221403143999851,1.475466169998981,2.8610640012185207
phi3:3.8b,3,58,8b,9.222255565999149,1.4875873129985848,6.1994717791788005
phi3:3.8b,3,60,8b,9.198691630001122,0.2005323749999661,45.871354338683105
phi3:3.8b,3,62,8b,9.133103525999104,1.4717961300011666,6.205413467143622
phi3:3.8b,3,64,8b,9.286198193998644,1.503098109000348,6.178038637926657
phi3:3.8b,3,66,8b,6.098271159000433,1.5289861759993073,3.988441004062548
phi3:3.8b,3,68,8b,9.197788080000464,0.8467650940001477,10.862266459933764
phi3:3.8b,3,70,8b,9.309426036999866,1.498994010999013,6.21044912033741
phi3:3.8b,3,72,8b,9.29477600700011,1.5563410650011065,5.972197364716776
phi3:3.8b,3,74,8b,9.264726370000062,1.5054312810007104,6.154200784137745
phi3:3.8b,3,76,8b,9.450297736999346,1.7242368469997018,5.480858243717245
phi3:3.8b,3,78,8b,9.350860874001228,1.5143504949992348,6.174832645995835
phi3:3.8b,3,80,8b,9.470700668000063,1.52625877599894,6.205173602884915
phi3:3.8b,3,82,8b,6.598456432999228,1.3920780110001942,4.740004784831205
phi3:3.8b,3,84,8b,9.48834369099859,1.539252951999515,6.164252391832723
phi3:3.8b,3,86,8b,9.477765454999826,1.326669457999742,7.144029281634121
phi3:3.8b,3,88,8b,9.51574107200031,1.561012751000817,6.095876581340834
phi3:3.8b,3,90,8b,9.54836204699859,1.5766499630008184,6.056107741775043
phi3:3.8b,3,92,8b,7.684028485000454,1.57364199299991,4.882958461442693
phi3:3.8b,3,94,8b,9.530347121999512,1.5467736029986554,6.161436362453747
phi3:3.8b,3,96,8b,9.421490365000864,1.067169580001064,8.828484752152951
phi3:3.8b,3,98,8b,9.476569619999282,1.5974517399990873,5.932304170894512
phi3:3.8b,4,10,8b,5.848819445000117,1.1289112850008678,5.180938061927179
phi3:3.8b,4,12,8b,1.0475347680003324,0.1719466260001354,6.092208916035999
phi3:3.8b,4,14,8b,5.147393614999601,0.8913062619994889,5.775112140974223
phi3:3.8b,4,16,8b,10.34903746800046,0.5296208759991714,19.54046363538104
phi3:3.8b,4,18,8b,6.448299073999806,0.7505459120002342,8.591478510374984
phi3:3.8b,4,20,8b,3.683952642999429,1.6961310469996531,2.171974063864997
phi3:3.8b,4,22,8b,10.449739575000422,1.833969312998306,5.697881366355269
phi3:3.8b,4,24,8b,5.877980016000947,1.6832130290003988,3.492118890911671
phi3:3.8b,4,26,8b,9.239633811001111,1.4894629859991255,6.203332273344949
phi3:3.8b,4,28,8b,9.107365443000162,1.164370466998662,7.821707696241859
phi3:3.8b,4,30,8b,9.097131454000191,0.2639631700003519,34.463639203863416
phi3:3.8b,4,32,8b,9.069343654000477,1.4358136110004125,6.316518790820873
phi3:3.8b,4,34,8b,9.081149805000678,0.7944629020003049,11.430552367059667
phi3:3.8b,4,36,8b,5.107148279001194,1.2228496280004038,4.176431968460727
phi3:3.8b,4,38,8b,9.122086327999568,1.173693650000132,7.772118668273055
phi3:3.8b,4,40,8b,9.115392030000294,0.7195598749985948,12.668010469619496
phi3:3.8b,4,42,8b,9.075060406001285,1.5600634509992233,5.81710981062257
phi3:3.8b,4,44,8b,9.098642418999589,1.514841920001345,6.006331287024002
phi3:3.8b,4,46,8b,9.081311881000149,1.417262146000212,6.407644419650499
phi3:3.8b,4,48,8b,9.038207998999496,1.0439717350000135,8.657521746984251
phi3:3.8b,4,50,8b,9.152060162001362,1.4819094329996003,6.17585660648388
phi3:3.8b,4,52,8b,9.09778415600158,1.4332962920016143,6.347455307580837
phi3:3.8b,4,54,8b,9.106709057001352,1.45411581100052,6.262712356270566
phi3:3.8b,4,56,8b,4.7391612399987935,1.486156352000762,3.188871233917361
phi3:3.8b,4,58,8b,9.201963929999692,1.5200997239990102,6.053526479033612
phi3:3.8b,4,60,8b,9.136815613999715,1.459886867000023,6.2585778532108485
phi3:3.8b,4,62,8b,9.182208829000956,1.4634359960000438,6.274417777134328
phi3:3.8b,4,64,8b,9.240266516999329,1.5351912310015905,6.018967754897081
phi3:3.8b,4,66,8b,9.409140492000006,1.4862940530001651,6.330604951965693
phi3:3.8b,4,68,8b,9.203748625999651,1.484093716000643,6.201595308146742
phi3:3.8b,4,70,8b,9.293055837000791,1.499576842999886,6.197118794132711
phi3:3.8b,4,72,8b,9.299415735000366,0.8856470399987302,10.500137543522643
phi3:3.8b,4,74,8b,9.277367181000956,0.8773930970000947,10.573786382319755
phi3:3.8b,4,76,8b,9.348026843999833,1.5204857839999022,6.148052775217814
phi3:3.8b,4,78,8b,7.99458042399965,1.5194133179993514,5.261623239242308
phi3:3.8b,4,80,8b,9.461758080000436,1.5244038679993537,6.206857827262118
phi3:3.8b,4,82,8b,9.51516851499946,1.5343348759997752,6.201493991850612
phi3:3.8b,4,84,8b,4.515849325998715,1.5389910350004357,2.9342921584968407
phi3:3.8b,4,86,8b,9.45621781200134,1.3735922679989017,6.884297496649057
phi3:3.8b,4,88,8b,9.46681359699869,1.1911609819999285,7.947551791953558
phi3:3.8b,4,90,8b,9.440298039999108,1.0544484069996545,8.952830671782884
phi3:3.8b,4,92,8b,9.576869336999152,1.5648953300005817,6.119814631305464
phi3:3.8b,4,94,8b,8.212198469000214,0.8421534410008462,9.751427791164202
phi3:3.8b,4,96,8b,9.505686860000424,1.57649773599951,6.029622905848168
phi3:3.8b,4,98,8b,9.417141450001507,1.5685234950015,6.003825559522461
phi3:3.8b,5,10,8b,5.108608092001305,1.1800755269996444,4.3290518065314005
phi3:3.8b,5,12,8b,9.966001921000498,0.1987394620009581,50.14606470531984
phi3:3.8b,5,14,8b,4.9797402339991095,0.4545254099994054,10.955911648604253
phi3:3.8b,5,16,8b,5.767531303999931,1.7812188530006097,3.2379689302547243
phi3:3.8b,5,18,8b,4.873976582999603,1.604795427998397,3.0371326450491805
phi3:3.8b,5,20,8b,3.1366052869998384,1.371807629999239,2.2864760469378482
phi3:3.8b,5,22,8b,10.989171481000083,1.8430973009999436,5.962339305167491
phi3:3.8b,5,24,8b,10.313991163000535,1.6072894540011475,6.417009168650448
phi3:3.8b,5,26,8b,5.157730367998738,1.5068697940005222,3.422810908104878
phi3:3.8b,5,28,8b,9.164811354999983,1.4241754459999356,6.43517017565573
phi3:3.8b,5,30,8b,9.03221119599948,1.4568688740000653,6.199742033886761
phi3:3.8b,5,32,8b,5.308351315001346,0.8092174289995455,6.559857863620393
phi3:3.8b,5,34,8b,9.0353980029995,1.4573257160009234,6.199985290723968
phi3:3.8b,5,36,8b,3.338507447999291,1.4398148599993874,2.318706064751069
phi3:3.8b,5,38,8b,9.155054568000196,1.1525585500003217,7.94324467767615
phi3:3.8b,5,40,8b,6.194178158999421,1.5260255920002237,4.059026396064866
phi3:3.8b,5,42,8b,7.558696426000097,1.4919788600000174,5.066222202370889
phi3:3.8b,5,44,8b,9.246533974001068,1.4927089989996605,6.1944652173984585
phi3:3.8b,5,46,8b,4.433600450000085,1.4129036709982756,3.13793540282018
phi3:3.8b,5,48,8b,4.884562052000547,1.4621069269996951,3.3407693799959444
phi3:3.8b,5,50,8b,9.038246193000305,1.4719745849997707,6.140218917571673
phi3:3.8b,5,52,8b,4.467957336999461,1.4520577620005497,3.0769831985497627
phi3:3.8b,5,54,8b,9.20272145600029,1.4892105360013377,6.179597332631297
phi3:3.8b,5,56,8b,9.133632537999802,1.4647474689991211,6.235636334119026
phi3:3.8b,5,58,8b,9.19155787499949,1.4754060670002218,6.229849585536582
phi3:3.8b,5,60,8b,9.160104598000544,1.504094817000805,6.090111138249897
phi3:3.8b,5,62,8b,9.160625102998893,1.4805276499992033,6.18740562055955
phi3:3.8b,5,64,8b,6.3624155659999815,1.4329482989996905,4.440087315391241
phi3:3.8b,5,66,8b,9.328770886000711,1.490695380998659,6.257999457777285
phi3:3.8b,5,68,8b,9.195977559000312,1.27438552500098,7.21600911073848
phi3:3.8b,5,70,8b,9.31849750299989,1.495340646999466,6.23168876048296
phi3:3.8b,5,72,8b,6.508262035998996,1.565871699000127,4.156318835160497
phi3:3.8b,5,74,8b,9.321071638998546,1.5070230759993135,6.185088859915236
phi3:3.8b,5,76,8b,6.290261038999233,1.5378650020011264,4.090255666663923
phi3:3.8b,5,78,8b,9.428342952000094,1.5330186880000838,6.150181355127471
phi3:3.8b,5,80,8b,9.438075988000492,1.519833493999613,6.209940776580158
phi3:3.8b,5,82,8b,6.144899443999748,1.6645995060007408,3.6915182431857656
phi3:3.8b,5,84,8b,9.635340475999328,1.5417964000007487,6.2494246814914405
phi3:3.8b,5,86,8b,9.512063073998434,1.5395482250005443,6.178476854140162
phi3:3.8b,5,88,8b,9.497902519999116,1.5980695390007895,5.94335996538535
phi3:3.8b,5,90,8b,5.691165313999591,1.0461285000001226,5.440216296562921
phi3:3.8b,5,92,8b,9.465535371000442,0.8731879150000168,10.840204277220511
phi3:3.8b,5,94,8b,9.534447272000762,0.9701372279996576,9.827936705057695
phi3:3.8b,5,96,8b,7.73886447500081,1.5778609900007723,4.90465543165309
phi3:3.8b,5,98,8b,9.541062033000344,1.5563601899993955,6.130368853114939
